#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
33.8%	33830000	-840.1738863435075	275.3318525012693	1.14e+03	2:47:49
33.8%	33835000	-913.7690004914047	305.66171502571274	1.14e+03	2:47:48
33.8%	33840000	-883.891809889146	313.60913541068214	1.14e+03	2:47:48
33.8%	33845000	-853.2335443608356	325.8219487229488	1.14e+03	2:47:47
33.9%	33850000	-862.7457617265455	311.59992711993425	1.14e+03	2:47:47
33.9%	33855000	-947.9962924516223	302.21737212736895	1.14e+03	2:47:46
33.9%	33860000	-874.851007943057	292.91989815471885	1.14e+03	2:47:45
33.9%	33865000	-879.6046031619027	287.4229963177029	1.14e+03	2:47:44
33.9%	33870000	-758.7643330097953	257.30768808697127	1.14e+03	2:47:44
33.9%	33875000	-827.648173058866	280.6460434266871	1.14e+03	2:47:43
33.9%	33880000	-872.2231059536031	285.463123775775	1.14e+03	2:47:42
33.9%	33885000	-841.2756429294083	280.01975717826264	1.14e+03	2:47:41
33.9%	33890000	-845.6143731502701	313.69874658983895	1.14e+03	2:47:41
33.9%	33895000	-857.8781909646019	281.0006193211884	1.14e+03	2:47:40
33.9%	33900000	-902.8867549908477	283.634129849014	1.14e+03	2:47:39
33.9%	33905000	-765.3812550297363	309.4793827257838	1.14e+03	2:47:39
33.9%	33910000	-880.2368051159449	267.95230576399354	1.14e+03	2:47:38
33.9%	33915000	-940.2004051979021	274.5218798690013	1.14e+03	2:47:37
33.9%	33920000	-903.745420816352	321.96549360105087	1.14e+03	2:47:36
33.9%	33925000	-899.4649620186285	275.5649407676444	1.14e+03	2:47:36
33.9%	33930000	-872.0750891829072	317.02570215017295	1.14e+03	2:47:35
33.9%	33935000	-897.4443443350755	321.0359512182917	1.14e+03	2:47:34
33.9%	33940000	-905.2519769476573	271.9858669654354	1.14e+03	2:47:33
33.9%	33945000	-885.6715343479857	287.50510132059827	1.14e+03	2:47:33
34.0%	33950000	-890.7524094412648	271.0260353427841	1.14e+03	2:47:32
34.0%	33955000	-896.8286850892908	357.28383852150455	1.14e+03	2:47:31
34.0%	33960000	-881.4054264155375	308.3002517156166	1.14e+03	2:47:31
34.0%	33965000	-879.038109028952	282.04110100508086	1.14e+03	2:47:30
34.0%	33970000	-829.7153872756496	273.72435690793344	1.14e+03	2:47:29
34.0%	33975000	-858.3579078888451	306.16006560913434	1.14e+03	2:47:28
34.0%	33980000	-863.3520866127296	298.6028341223386	1.14e+03	2:47:28
34.0%	33985000	-893.1667958438094	317.66323112956167	1.14e+03	2:47:27
34.0%	33990000	-856.454774904342	275.6250728448756	1.14e+03	2:47:26
34.0%	33995000	-890.6808442955339	308.0998335027496	1.14e+03	2:47:26
34.0%	34000000	-940.2698064367067	297.02204001504305	1.14e+03	2:47:25
34.0%	34005000	-924.5897060030908	345.33086456193683	1.14e+03	2:47:24
34.0%	34010000	-932.3588938187451	305.22916748528826	1.14e+03	2:47:24
34.0%	34015000	-886.6144916419006	310.0952198477825	1.14e+03	2:47:23
34.0%	34020000	-793.723905958874	328.89647190627795	1.14e+03	2:47:22
34.0%	34025000	-879.3579335160622	329.45103614452114	1.14e+03	2:47:22
34.0%	34030000	-837.2049447228219	300.43916889108215	1.14e+03	2:47:21
34.0%	34035000	-837.7852007535978	311.40807322271365	1.14e+03	2:47:21
34.0%	34040000	-862.4023960649465	297.17497422301363	1.14e+03	2:47:20
34.0%	34045000	-802.8974979083457	288.8440775115935	1.14e+03	2:47:20
34.0%	34050000	-835.7303800219403	293.6584133116519	1.14e+03	2:47:19
34.1%	34055000	-852.1745073514278	291.86685106563107	1.14e+03	2:47:18
34.1%	34060000	-849.1159930052132	326.3447357127899	1.14e+03	2:47:18
34.1%	34065000	-872.5011936891971	300.5208109579966	1.14e+03	2:47:17
34.1%	34070000	-909.5950577834903	322.40898627073767	1.14e+03	2:47:16
34.1%	34075000	-899.8221359472462	294.1936334392653	1.14e+03	2:47:16
34.1%	34080000	-825.7518819887127	315.2383393948358	1.14e+03	2:47:15
34.1%	34085000	-827.6964514881819	335.8898143015013	1.14e+03	2:47:14
34.1%	34090000	-860.3316544893127	311.9496752534921	1.14e+03	2:47:14
34.1%	34095000	-826.132153240943	318.0494189381863	1.14e+03	2:47:13
34.1%	34100000	-831.1717955512347	297.2395207254912	1.14e+03	2:47:12
34.1%	34105000	-897.5012236576903	293.4316408147303	1.14e+03	2:47:12
34.1%	34110000	-875.1651500208409	293.429458402249	1.13e+03	2:47:11
34.1%	34115000	-848.0559796591283	329.0174635315675	1.13e+03	2:47:10
34.1%	34120000	-870.2003683521001	288.8946367340772	1.13e+03	2:47:10
34.1%	34125000	-857.0931808247323	295.1970471778312	1.13e+03	2:47:09
34.1%	34130000	-864.3252763032933	307.36197968293214	1.13e+03	2:47:08
34.1%	34135000	-800.4771801430064	295.2301801673202	1.13e+03	2:47:08
34.1%	34140000	-767.2181910955628	366.22792700646124	1.13e+03	2:47:07
34.1%	34145000	-880.0038602030324	325.5193869925854	1.13e+03	2:47:06
34.1%	34150000	-890.2324236078089	298.9070161286352	1.13e+03	2:47:06
34.2%	34155000	-867.7715629077595	322.8457333018459	1.13e+03	2:47:05
34.2%	34160000	-839.7495472569453	301.6141004105656	1.13e+03	2:47:04
34.2%	34165000	-867.575242198624	286.7518714128443	1.13e+03	2:47:04
34.2%	34170000	-863.942599454867	305.45841999639316	1.13e+03	2:47:03
34.2%	34175000	-922.1257795331414	288.7431574677608	1.13e+03	2:47:02
34.2%	34180000	-853.9217650755519	293.52627815596526	1.13e+03	2:47:02
34.2%	34185000	-894.1777151201746	276.65196405104354	1.13e+03	2:47:01
34.2%	34190000	-875.5572573373194	309.65407492485593	1.13e+03	2:47:00
34.2%	34195000	-875.7961138127271	314.05226434495535	1.13e+03	2:46:59
34.2%	34200000	-858.5910284087573	321.28696172049814	1.13e+03	2:46:59
34.2%	34205000	-851.1103019064124	315.4334999776342	1.13e+03	2:46:58
34.2%	34210000	-867.6049954001195	316.1554486398227	1.13e+03	2:46:57
34.2%	34215000	-814.4010777609567	316.3295787023466	1.13e+03	2:46:57
34.2%	34220000	-920.1900574955423	292.48053884200425	1.13e+03	2:46:56
34.2%	34225000	-806.3097520566397	312.34786633076385	1.13e+03	2:46:55
34.2%	34230000	-888.3795112233845	303.9813896825272	1.13e+03	2:46:54
34.2%	34235000	-851.053376773524	299.83636011025965	1.13e+03	2:46:54
34.2%	34240000	-905.521578178153	282.6389828243925	1.13e+03	2:46:53
34.2%	34245000	-851.3883850499108	260.99060834974927	1.13e+03	2:46:52
34.2%	34250000	-851.2497000686843	339.8560183177244	1.13e+03	2:46:51
34.3%	34255000	-902.9287419344682	296.7750306023857	1.13e+03	2:46:51
34.3%	34260000	-822.6147791438757	274.086042176427	1.13e+03	2:46:50
34.3%	34265000	-927.373972625114	289.76095528858997	1.13e+03	2:46:49
34.3%	34270000	-858.009299040864	273.1711814776329	1.13e+03	2:46:49
34.3%	34275000	-869.7834471961198	277.28292925956043	1.13e+03	2:46:48
34.3%	34280000	-846.4454936683741	279.26351818663295	1.13e+03	2:46:47
34.3%	34285000	-829.3033484531956	313.929156440896	1.13e+03	2:46:46
34.3%	34290000	-845.5450764311478	334.2926851674516	1.13e+03	2:46:46
34.3%	34295000	-749.0436446580081	291.75396082000685	1.13e+03	2:46:45
34.3%	34300000	-830.0319130592468	283.3757454379693	1.13e+03	2:46:44
34.3%	34305000	-848.119510896425	288.5826509498172	1.13e+03	2:46:43
34.3%	34310000	-817.784546604265	283.65922759254914	1.13e+03	2:46:43
34.3%	34315000	-836.5208846531989	291.80392483908656	1.13e+03	2:46:42
34.3%	34320000	-855.2894026878355	304.0239797927685	1.13e+03	2:46:41
34.3%	34325000	-877.349958921411	328.87788833333104	1.13e+03	2:46:41
34.3%	34330000	-853.1515744507383	369.5309421632124	1.13e+03	2:46:40
34.3%	34335000	-871.5703278339403	307.90424305082615	1.13e+03	2:46:39
34.3%	34340000	-873.0050213227743	292.87072774017787	1.13e+03	2:46:38
34.3%	34345000	-859.1122932677366	339.0609257705563	1.13e+03	2:46:38
34.4%	34350000	-879.9733405659684	334.60063679530685	1.13e+03	2:46:37
34.4%	34355000	-900.7186243532504	283.54921416337766	1.13e+03	2:46:36
34.4%	34360000	-896.8761986259373	360.7066218298815	1.13e+03	2:46:36
34.4%	34365000	-841.9040344471794	310.4600134007191	1.13e+03	2:46:35
34.4%	34370000	-847.2438447644047	299.473219900112	1.13e+03	2:46:34
34.4%	34375000	-846.1084764156064	305.8352829516885	1.13e+03	2:46:33
34.4%	34380000	-921.4167736931611	298.08064233590153	1.13e+03	2:46:33
34.4%	34385000	-871.6347983811322	299.0567759184511	1.13e+03	2:46:32
34.4%	34390000	-840.6449870739768	277.8252091608823	1.13e+03	2:46:31
34.4%	34395000	-859.9630219889407	290.18090435696325	1.13e+03	2:46:30
34.4%	34400000	-867.0714089714301	322.81455125684784	1.13e+03	2:46:30
34.4%	34405000	-884.480555939566	337.4062272405981	1.13e+03	2:46:29
34.4%	34410000	-881.8386944914195	296.2974460043923	1.13e+03	2:46:28
34.4%	34415000	-861.8136167513081	327.06863531946925	1.13e+03	2:46:27
34.4%	34420000	-912.2867650407486	280.16346573347136	1.13e+03	2:46:27
34.4%	34425000	-846.7224724858772	287.5652499312574	1.13e+03	2:46:26
34.4%	34430000	-888.1522099862589	285.78939444173085	1.13e+03	2:46:25
34.4%	34435000	-886.0991852436788	281.3266915860096	1.13e+03	2:46:24
34.4%	34440000	-841.9666515573981	304.8095821523286	1.13e+03	2:46:24
34.4%	34445000	-912.9578645453745	343.2300280138297	1.13e+03	2:46:23
34.5%	34450000	-844.4862544409702	308.6530750667617	1.13e+03	2:46:22
34.5%	34455000	-855.0767866147823	257.3463928416587	1.13e+03	2:46:21
34.5%	34460000	-869.3408705435339	326.0837059532829	1.13e+03	2:46:21
34.5%	34465000	-933.1980264330795	284.21663558038915	1.13e+03	2:46:20
34.5%	34470000	-826.4252953365767	314.49714582258486	1.13e+03	2:46:19
34.5%	34475000	-839.73284523993	295.84066045868303	1.13e+03	2:46:19
34.5%	34480000	-942.573309616845	280.82711752892425	1.13e+03	2:46:18
34.5%	34485000	-902.2635029715151	341.5358807249292	1.13e+03	2:46:17
34.5%	34490000	-847.8169514016258	315.7614570532347	1.13e+03	2:46:16
34.5%	34495000	-857.2030028303196	297.90555333456007	1.13e+03	2:46:16
34.5%	34500000	-903.3411771076294	311.0339217495921	1.13e+03	2:46:15
34.5%	34505000	-848.1602351905501	286.5002326403781	1.13e+03	2:46:14
34.5%	34510000	-857.1413800536989	270.33538445958885	1.13e+03	2:46:14
34.5%	34515000	-840.9856547259892	310.8970911003851	1.13e+03	2:46:13
34.5%	34520000	-851.6550153014323	283.14421131381573	1.13e+03	2:46:12
34.5%	34525000	-825.8510609295153	279.03641502115363	1.13e+03	2:46:11
34.5%	34530000	-777.3862198712318	306.5654983278214	1.13e+03	2:46:10
34.5%	34535000	-860.8910243554149	308.0350885991374	1.13e+03	2:46:10
34.5%	34540000	-881.7966975136503	307.10921663736957	1.13e+03	2:46:09
34.5%	34545000	-811.0738885148454	281.1682021462684	1.13e+03	2:46:08
34.5%	34550000	-921.8949175706271	279.1220912444729	1.13e+03	2:46:07
34.6%	34555000	-871.9712614101527	333.6823371435119	1.13e+03	2:46:07
34.6%	34560000	-827.1737943350585	281.72134450971316	1.13e+03	2:46:06
34.6%	34565000	-870.7396262610155	288.6399888777353	1.13e+03	2:46:05
34.6%	34570000	-881.4166219270601	291.82826204493875	1.13e+03	2:46:04
34.6%	34575000	-904.2315282766651	341.8966070546051	1.13e+03	2:46:04
34.6%	34580000	-893.8690307508004	289.8019251228982	1.13e+03	2:46:03
34.6%	34585000	-915.734366467111	283.25495221381436	1.13e+03	2:46:02
34.6%	34590000	-826.8951248233694	295.1297561263242	1.13e+03	2:46:01
34.6%	34595000	-834.1486644214267	286.7500858026323	1.13e+03	2:46:01
34.6%	34600000	-848.3492356259619	283.2092207522742	1.13e+03	2:46:00
34.6%	34605000	-801.3566530281556	322.04002629397314	1.13e+03	2:45:59
34.6%	34610000	-920.3782459820341	283.127677885927	1.13e+03	2:45:58
34.6%	34615000	-913.0826490856314	302.58848144975894	1.13e+03	2:45:57
34.6%	34620000	-871.5207658409645	302.61410826298646	1.13e+03	2:45:57
34.6%	34625000	-882.8883025056452	300.1762543207958	1.13e+03	2:45:56
34.6%	34630000	-808.8925296429882	304.4439619279976	1.13e+03	2:45:55
34.6%	34635000	-814.2587040285283	307.98251229845135	1.13e+03	2:45:54
34.6%	34640000	-900.8778860163787	319.4250001385271	1.13e+03	2:45:54
34.6%	34645000	-874.9179221342397	303.54990028148757	1.13e+03	2:45:53
34.6%	34650000	-875.2328986653451	286.50575480529295	1.13e+03	2:45:52
34.7%	34655000	-766.2538774126726	300.5952444503516	1.13e+03	2:45:51
34.7%	34660000	-897.2541308964496	294.1127519100337	1.13e+03	2:45:51
34.7%	34665000	-812.0498152988644	318.70665576361836	1.13e+03	2:45:50
34.7%	34670000	-847.2558574750824	248.93377139618468	1.13e+03	2:45:49
34.7%	34675000	-815.4087182414112	302.53504541082265	1.13e+03	2:45:48
34.7%	34680000	-891.0588468551923	276.58014284029497	1.13e+03	2:45:48
34.7%	34685000	-874.1363936175104	321.673546331392	1.13e+03	2:45:47
34.7%	34690000	-892.1892583246467	283.95170393190045	1.13e+03	2:45:46
34.7%	34695000	-902.0958256057078	290.00515401850623	1.13e+03	2:45:45
34.7%	34700000	-850.5758620211641	323.6100406062853	1.13e+03	2:45:45
34.7%	34705000	-891.1451541384648	294.4840927004142	1.13e+03	2:45:44
34.7%	34710000	-836.0742755213569	308.13227208826726	1.13e+03	2:45:43
34.7%	34715000	-841.7790709032034	300.87783379982545	1.13e+03	2:45:42
34.7%	34720000	-906.6888876193827	288.29777998729475	1.13e+03	2:45:41
34.7%	34725000	-858.0515659460536	259.55322519596035	1.13e+03	2:45:41
34.7%	34730000	-877.1672126001745	310.4143480728905	1.13e+03	2:45:40
34.7%	34735000	-848.4478641529473	285.4468218158767	1.13e+03	2:45:39
34.7%	34740000	-843.1224760114175	319.51844707295413	1.13e+03	2:45:38
34.7%	34745000	-846.7334370680867	306.04069425977787	1.13e+03	2:45:38
34.8%	34750000	-825.6735736084239	306.42635299870994	1.13e+03	2:45:37
34.8%	34755000	-868.3285072860945	301.716541529764	1.13e+03	2:45:36
34.8%	34760000	-865.9097255438887	330.9012161714959	1.13e+03	2:45:35
34.8%	34765000	-912.259379181389	301.94989433098533	1.13e+03	2:45:35
34.8%	34770000	-892.8178993071639	307.07099135209086	1.13e+03	2:45:34
34.8%	34775000	-890.5159044589841	290.3742793295496	1.13e+03	2:45:33
34.8%	34780000	-820.5180790076337	362.73596783579785	1.13e+03	2:45:32
34.8%	34785000	-914.0911652814003	304.8938695677052	1.13e+03	2:45:31
34.8%	34790000	-844.778517347301	328.3792401482075	1.13e+03	2:45:31
34.8%	34795000	-889.0964301694767	323.0575595799561	1.13e+03	2:45:30
34.8%	34800000	-887.4612924887793	293.7531498534542	1.13e+03	2:45:29
34.8%	34805000	-898.3170145444037	310.008981487915	1.13e+03	2:45:28
34.8%	34810000	-829.785717346684	326.88928069373253	1.13e+03	2:45:28
34.8%	34815000	-910.4100856370039	293.81389366751733	1.13e+03	2:45:27
34.8%	34820000	-876.8404198601996	309.717199552535	1.13e+03	2:45:26
34.8%	34825000	-877.2547967957466	274.87286800965074	1.13e+03	2:45:25
34.8%	34830000	-867.0718145867472	270.5365136098551	1.13e+03	2:45:25
34.8%	34835000	-869.1531009491209	280.17513833356077	1.13e+03	2:45:24
34.8%	34840000	-812.2943913553255	274.5157459672546	1.13e+03	2:45:23
34.8%	34845000	-885.8555220288887	297.9282371976234	1.13e+03	2:45:22
34.9%	34850000	-858.5056602393447	258.53979220009387	1.13e+03	2:45:21
34.9%	34855000	-876.0266055762459	317.80703888533776	1.13e+03	2:45:21
34.9%	34860000	-894.2390953205849	275.0727571528253	1.13e+03	2:45:20
34.9%	34865000	-836.2068293502515	326.1315867604486	1.13e+03	2:45:19
34.9%	34870000	-866.9166537734579	296.9095465716883	1.13e+03	2:45:18
34.9%	34875000	-893.8676162287459	312.4649230002159	1.13e+03	2:45:18
34.9%	34880000	-923.412647580297	285.81363244701566	1.13e+03	2:45:17
34.9%	34885000	-884.6712639019811	306.6042857496483	1.13e+03	2:45:16
34.9%	34890000	-922.092955976213	282.74297808581247	1.13e+03	2:45:15
34.9%	34895000	-871.4857083601098	283.3086858544526	1.13e+03	2:45:15
34.9%	34900000	-897.1536321290242	322.0234597992287	1.13e+03	2:45:14
34.9%	34905000	-926.6601433744647	331.7757683730972	1.13e+03	2:45:13
34.9%	34910000	-844.6843477831253	306.55911642465634	1.13e+03	2:45:12
34.9%	34915000	-852.8796122780358	316.10353367625214	1.13e+03	2:45:11
34.9%	34920000	-830.1068540352275	262.4487740223943	1.13e+03	2:45:11
34.9%	34925000	-917.6590032512418	273.44398303779667	1.13e+03	2:45:10
34.9%	34930000	-919.3884138622066	292.80257695042053	1.13e+03	2:45:09
34.9%	34935000	-857.9952728364528	284.69048362367965	1.13e+03	2:45:08
34.9%	34940000	-852.4612097225513	286.88923113174377	1.13e+03	2:45:08
34.9%	34945000	-788.1908034991185	280.582918799008	1.13e+03	2:45:07
35.0%	34950000	-836.0220736281942	321.8359707269707	1.13e+03	2:45:06
35.0%	34955000	-816.5138841144288	289.0043194946909	1.13e+03	2:45:05
35.0%	34960000	-806.6697576923611	289.2659444576019	1.13e+03	2:45:04
35.0%	34965000	-849.9280981600358	298.71873345183855	1.13e+03	2:45:04
35.0%	34970000	-836.8919523707982	281.2029884785462	1.13e+03	2:45:03
35.0%	34975000	-844.3972980100907	262.66640353369337	1.13e+03	2:45:02
35.0%	34980000	-846.4829930535896	290.9222632634931	1.13e+03	2:45:01
35.0%	34985000	-845.8624561832803	304.43205785991773	1.13e+03	2:45:01
35.0%	34990000	-786.975799553087	298.94038058611454	1.13e+03	2:45:00
35.0%	34995000	-844.8247796931043	284.5083513820576	1.13e+03	2:44:59
35.0%	35000000	-853.781193095243	302.53210246065845	1.13e+03	2:44:58
35.0%	35005000	-880.202576802167	269.5691758109423	1.13e+03	2:44:57
35.0%	35010000	-919.7803884667298	286.37233004223106	1.13e+03	2:44:57
35.0%	35015000	-867.1259086819337	286.1062741206459	1.13e+03	2:44:56
35.0%	35020000	-841.2948674541707	289.4423230663187	1.13e+03	2:44:55
35.0%	35025000	-890.0402655468322	292.3590181470222	1.13e+03	2:44:54
35.0%	35030000	-871.0777910121532	291.44905134288325	1.13e+03	2:44:54
35.0%	35035000	-800.7824244993955	305.1259327615512	1.13e+03	2:44:53
35.0%	35040000	-881.8339479824302	317.6463008994036	1.13e+03	2:44:52
35.0%	35045000	-878.1403105027309	275.0324486556326	1.13e+03	2:44:51
35.0%	35050000	-846.5732990678521	308.80329779255857	1.13e+03	2:44:50
35.1%	35055000	-871.3595628178598	308.4376445013718	1.13e+03	2:44:50
35.1%	35060000	-848.4666388912859	291.6755923718144	1.13e+03	2:44:49
35.1%	35065000	-800.0921747042954	315.8295417092804	1.13e+03	2:44:48
35.1%	35070000	-885.6826533041378	305.31507517659804	1.13e+03	2:44:47
35.1%	35075000	-832.0904348976594	322.230061514126	1.13e+03	2:44:47
35.1%	35080000	-858.9561601276567	255.4839021899953	1.13e+03	2:44:46
35.1%	35085000	-846.9960991016943	327.7867482263876	1.13e+03	2:44:45
35.1%	35090000	-851.5438709170663	297.4567038342373	1.13e+03	2:44:44
35.1%	35095000	-875.2538700453063	259.477072227105	1.13e+03	2:44:43
35.1%	35100000	-826.3265512407283	288.52551142303383	1.13e+03	2:44:43
35.1%	35105000	-817.1013652679985	296.61022539319106	1.13e+03	2:44:42
35.1%	35110000	-857.0975217988438	301.1333083275618	1.13e+03	2:44:41
35.1%	35115000	-874.3184507321301	294.8167122026793	1.13e+03	2:44:40
35.1%	35120000	-922.6402885139061	293.4297229370952	1.13e+03	2:44:40
35.1%	35125000	-887.2080024766017	303.0608745513952	1.13e+03	2:44:39
35.1%	35130000	-867.2906679643852	283.5929285467154	1.13e+03	2:44:38
35.1%	35135000	-908.2689607012807	291.234414382032	1.13e+03	2:44:37
35.1%	35140000	-842.0107587459332	296.2875920813707	1.13e+03	2:44:36
35.1%	35145000	-873.188465670435	313.2849810234961	1.13e+03	2:44:36
35.1%	35150000	-870.1748440536037	335.33713487403736	1.13e+03	2:44:35
35.2%	35155000	-901.0459632540749	300.51895921407305	1.13e+03	2:44:34
35.2%	35160000	-882.192457511657	291.1152414338102	1.13e+03	2:44:33
35.2%	35165000	-886.4380259250411	288.5593718833499	1.13e+03	2:44:32
35.2%	35170000	-925.3430651594539	323.1491217036038	1.13e+03	2:44:32
35.2%	35175000	-922.0188821855253	291.96978818766615	1.13e+03	2:44:31
35.2%	35180000	-825.685911231438	313.6085732741339	1.13e+03	2:44:30
35.2%	35185000	-868.5576496239693	304.2942352050374	1.13e+03	2:44:29
35.2%	35190000	-864.1836819060592	324.2754780119502	1.13e+03	2:44:29
35.2%	35195000	-871.6813808034285	299.76979652957976	1.13e+03	2:44:28
35.2%	35200000	-858.7611560924031	285.1400936616853	1.13e+03	2:44:27
35.2%	35205000	-892.48049889812	279.7968865703228	1.13e+03	2:44:26
35.2%	35210000	-872.7783562310354	315.55574814344334	1.13e+03	2:44:25
35.2%	35215000	-851.6176713804458	316.2630481885225	1.13e+03	2:44:25
35.2%	35220000	-874.5561087484205	301.8724186878988	1.13e+03	2:44:24
35.2%	35225000	-913.5903405790331	281.2520927593757	1.13e+03	2:44:23
35.2%	35230000	-825.7156713529212	316.0252313617712	1.13e+03	2:44:22
35.2%	35235000	-811.8968014799713	279.1704680544753	1.13e+03	2:44:22
35.2%	35240000	-845.4989363580993	276.60401711016624	1.13e+03	2:44:21
35.2%	35245000	-879.3422568837879	292.96711762476906	1.13e+03	2:44:20
35.2%	35250000	-850.143052984085	319.7207831634562	1.13e+03	2:44:19
35.3%	35255000	-901.2869057859567	289.5466489962964	1.13e+03	2:44:18
35.3%	35260000	-855.1004495564111	301.94536417174385	1.13e+03	2:44:18
35.3%	35265000	-868.8969158410744	316.9833104410663	1.13e+03	2:44:17
35.3%	35270000	-922.4138975879157	297.2334694908839	1.13e+03	2:44:16
35.3%	35275000	-866.3363393674153	291.2521712835845	1.13e+03	2:44:15
35.3%	35280000	-878.581125836383	291.201876595947	1.13e+03	2:44:15
35.3%	35285000	-896.9138155715793	266.3452400397828	1.13e+03	2:44:14
35.3%	35290000	-875.5176882103067	283.9651290753461	1.13e+03	2:44:13
35.3%	35295000	-842.7954837757642	310.03146694984366	1.13e+03	2:44:12
35.3%	35300000	-844.0859982527435	300.7201379646229	1.13e+03	2:44:11
35.3%	35305000	-913.3896211094873	300.9631462877312	1.13e+03	2:44:11
35.3%	35310000	-818.1547294008642	283.58039620837576	1.13e+03	2:44:10
35.3%	35315000	-855.3566489150195	313.34185601543317	1.13e+03	2:44:09
35.3%	35320000	-801.5816468696215	310.2340345083362	1.13e+03	2:44:08
35.3%	35325000	-841.5661798658979	278.81893431070546	1.13e+03	2:44:08
35.3%	35330000	-862.643283654978	289.16611562000986	1.13e+03	2:44:07
35.3%	35335000	-837.5440442665109	297.40935209676405	1.13e+03	2:44:06
35.3%	35340000	-859.3405377885178	359.4318284059502	1.13e+03	2:44:05
35.3%	35345000	-908.0734649485653	282.2704857836089	1.13e+03	2:44:05
35.4%	35350000	-833.8088760391367	314.0008123173657	1.13e+03	2:44:04
35.4%	35355000	-844.3194930968023	299.7211551847311	1.13e+03	2:44:03
35.4%	35360000	-904.8007469066258	288.642105156505	1.13e+03	2:44:02
35.4%	35365000	-940.4593351595416	302.69968528573844	1.13e+03	2:44:02
35.4%	35370000	-840.8102668805755	323.37675393877555	1.13e+03	2:44:01
35.4%	35375000	-795.7253965222607	299.90391569661296	1.13e+03	2:44:00
35.4%	35380000	-919.9242858799294	274.41595019651834	1.13e+03	2:43:59
35.4%	35385000	-901.5410456978991	294.00035766724625	1.13e+03	2:43:59
35.4%	35390000	-874.0302941543636	284.28627437865646	1.13e+03	2:43:58
35.4%	35395000	-841.9257852023485	291.21616147764286	1.13e+03	2:43:57
35.4%	35400000	-907.4460822856446	306.0075612702889	1.13e+03	2:43:56
35.4%	35405000	-883.0435364626509	338.3927107490061	1.13e+03	2:43:55
35.4%	35410000	-861.9773275901017	286.8954477006299	1.13e+03	2:43:55
35.4%	35415000	-835.6961426356751	291.182565552173	1.13e+03	2:43:54
35.4%	35420000	-870.1142865308655	296.6032152197662	1.13e+03	2:43:53
35.4%	35425000	-843.4939545577614	301.63096450701204	1.13e+03	2:43:52
35.4%	35430000	-826.6511154979734	346.1233117606428	1.13e+03	2:43:52
35.4%	35435000	-880.0899581156767	293.4977083925736	1.13e+03	2:43:51
35.4%	35440000	-804.470600809849	290.4036096306242	1.13e+03	2:43:50
35.4%	35445000	-870.5536877081743	274.6980435431555	1.13e+03	2:43:49
35.5%	35450000	-808.5012400773653	310.43937968271393	1.13e+03	2:43:49
35.5%	35455000	-832.5188265765087	286.3192246718525	1.13e+03	2:43:48
35.5%	35460000	-875.1507563866685	278.54686022136883	1.13e+03	2:43:47
35.5%	35465000	-870.1799591214973	312.8860624753972	1.13e+03	2:43:46
35.5%	35470000	-872.9291923147739	283.7334626837694	1.13e+03	2:43:45
35.5%	35475000	-894.4141897323115	319.30311570813154	1.13e+03	2:43:45
35.5%	35480000	-904.5599811805005	321.2065100603916	1.13e+03	2:43:44
35.5%	35485000	-910.18808957653	277.2988509506173	1.13e+03	2:43:43
35.5%	35490000	-877.0585318974333	327.17868181549653	1.13e+03	2:43:42
35.5%	35495000	-876.8564599937993	284.4688695562594	1.13e+03	2:43:42
35.5%	35500000	-804.0434318944349	309.84311813933544	1.13e+03	2:43:41
35.5%	35505000	-765.1814957332411	299.5843906692357	1.13e+03	2:43:40
35.5%	35510000	-858.046764462563	310.36683100113834	1.13e+03	2:43:39
35.5%	35515000	-866.0579773604494	327.8620745238486	1.13e+03	2:43:38
35.5%	35520000	-854.7471768826196	305.4912223173244	1.13e+03	2:43:38
35.5%	35525000	-857.3095863155521	288.7747032481725	1.13e+03	2:43:37
35.5%	35530000	-874.5081667229274	312.7247292860591	1.13e+03	2:43:36
35.5%	35535000	-840.8398711653622	329.4838715323081	1.13e+03	2:43:35
35.5%	35540000	-840.5545083816617	276.98365768134687	1.13e+03	2:43:35
35.5%	35545000	-887.6291225999905	287.78577279243706	1.13e+03	2:43:34
35.5%	35550000	-851.7841190749097	323.52426518239866	1.13e+03	2:43:33
35.6%	35555000	-886.0074364960049	349.278650339492	1.13e+03	2:43:32
35.6%	35560000	-870.1053500795679	292.0136679052828	1.13e+03	2:43:31
35.6%	35565000	-853.2079826167972	262.8434104126699	1.13e+03	2:43:31
35.6%	35570000	-827.8061804179031	297.6670751706933	1.13e+03	2:43:30
35.6%	35575000	-755.0649883831097	298.54972875196006	1.13e+03	2:43:29
35.6%	35580000	-831.7828860017721	267.69598803143487	1.13e+03	2:43:28
35.6%	35585000	-832.3855316522142	271.5825174586624	1.13e+03	2:43:28
35.6%	35590000	-823.2807256454366	268.53276135031047	1.13e+03	2:43:27
35.6%	35595000	-860.7418746785518	280.22325060871697	1.13e+03	2:43:26
35.6%	35600000	-878.6275510775639	282.3885013918785	1.13e+03	2:43:25
35.6%	35605000	-835.2082337833677	317.20604878158304	1.13e+03	2:43:24
35.6%	35610000	-850.2550840924908	275.09972317371177	1.13e+03	2:43:24
35.6%	35615000	-895.5590106497488	279.7583636833421	1.13e+03	2:43:23
